config,sweep,dataset,n_features,n_trees,threads,path,batch,n_calls,median_us_per_row,iqr_us_per_row,min_us_per_row,max_us_per_row,call_p50_us,call_p95_us,call_p99_us
synthetic_f100_t100_th1,features,synthetic,100,100,1,cat_sklearn,4,241,137.0393132780083,6.99346213692948,134.9848848547718,150.46062863070537,552.241,614.7850000000001,930.976
synthetic_f100_t100_th1,features,synthetic,100,100,1,cat_onnx,128,177,6.6468776924435025,0.16446151129943498,6.491158633474576,7.0282601959745765,831.019,957.7813999999989,1211.87156
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_sklearn,4096,5,8.49100390625,0.104765942382814,8.4773873046875,8.917991845703126,34785.861,36522.401699999995,40342.197920000006
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_inplace,256,134,3.9013529617537315,0.11634995918843272,3.8083498717350746,4.4757172632929105,980.3635,1171.1697499999987,1808.235419999999
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_booster,128,130,10.517436057692308,2.142249248798077,8.800152584134615,11.91691766826923,1345.5774999999999,1591.0032999999999,2583.998180000002
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_onnx,8,777,12.430694980694982,0.6267754182754199,11.993292149292149,13.488692567567568,96.862,115.43629999999999,143.91249999999982
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_sklearn,8,141,138.64551063829788,6.496253546099297,132.07432092198582,145.01949379432622,1070.6,1251.3705,2212.6705
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_dmatrix,4096,5,3.870731201171875,2.76358486328125,3.6398201171875,7.84806669921875,15805.375,30725.614999999994,37671.79804
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_onnx,16384,5,5.657124108886719,0.1360177612304696,5.6182814331054685,5.950829956054688,92172.877,102726.0994,110030.72580000001
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_dmatrix,1,436,351.67209862385323,8.393636467889905,343.64931192660555,374.72801146788987,334.58950000000004,480.78025,594.3880500000004
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_sklearn,64,120,19.505552213541666,0.5899081380208351,19.169764973958333,25.840596354166667,1229.063,1703.3770499999998,1889.5593999999992
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_sklearn,256,74,7.107929265202703,0.09374007601351231,6.912520850929054,7.501326435810811,1771.0255,2065.04275,3063.4877500000002
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_onnx,2,3000,20.812884333333333,1.1500124166666659,19.8649855,24.244890333333334,39.307,50.961149999999996,63.60731999999995
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_onnx,128,141,8.303789949024821,0.26234743461879617,5.803274822695036,8.709205784574468,1038.149,1140.5725,2131.5845
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_sklearn,16384,5,8.394375463867187,0.06313215332031064,8.312647644042968,8.468238000488281,136751.707,142925.26150000002,145344.51452
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_inplace,512,93,5.34833182123656,2.3113423744119626,3.1329259282594086,5.770659862231183,2706.248,3049.3703,3844.0511999999994
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_dmatrix,2,242,308.09421487603305,23.864261363636388,284.9045144628099,341.2950847107438,592.373,681.89285,1640.4941299999973
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_inplace,16384,5,2.4288777465820313,0.2511538391113284,2.3948964111328124,4.604109509277344,39530.16,75719.8409,76843.85108000001
synthetic_f100_t100_th1,features,synthetic,100,100,1,cat_onnx,2,3000,13.639266666666666,0.890460749999999,13.371023166666665,15.685934166666666,26.218,37.44605,45.595079999999825
synthetic_f100_t100_th1,features,synthetic,100,100,1,lgb_booster,8,1186,14.255555122259697,0.44063738406407893,13.894658832209107,16.59737426222597,108.5575,155.0605,199.25984999999997
synthetic_f100_t100_th1,features,synthetic,100,100,1,xgb_dmatrix,8,332,56.80636069277109,1.4450574171686696,56.30698305722891,61.84658094879518,441.071,554.9587499999998,701.8960799999996
synthetic_f100_t100_th1,features,synthetic,100,100,1,cat_onnx,8,1803,8.739015460343872,0.4235655851358846,8.507605033277871,9.981897115917915,66.929,97.10779999999997,115.64028000000002
